word,count,language,type
problem,726,C#,negative
expire,145,Ruby,negative
bumps,333,Python,negative
kill,873,Python,negative
primitive,68,Ruby,negative
hack,923,Ruby,negative
emergency,173,JavaScript,negative
trivial,102,C#,negative
trivial,398,Ruby,negative
trash,114,PHP,negative
stupid,1621,JavaScript,negative
dump,325,C++,negative
glitch,28,Java,negative
slug,143,Ruby,negative
unstable,171,Objective-C,negative
bad,588,Ruby,negative
hacks,65,Python,negative
junk,87,Ruby,negative
bumped,836,C,negative
suppression,587,C++,negative
killed,166,Java,negative
difficult,11,Java,negative
warning,189,Objective-C,negative
strange,133,Ruby,negative
ax,40,Ruby,negative
pedantic,37,JavaScript,negative
problem,1794,Ruby,negative
enemies,41,C,negative
undefined,290,JavaScript,negative
chore(rest,26,JavaScript,negative
struggling,102,JavaScript,negative
broken,636,Python,negative
attack,130,Java,negative
ignore,1796,Objective-C,negative
glib,120,C,negative
forbid,100,Java,negative
dark,50,PHP,negative
ugly,123,C,negative
incorrect,208,Ruby,negative
dead,1026,C++,negative
tired,29,C,negative
trash,93,C++,negative
problems,333,Ruby,negative
splitting,21,Objective-C,negative
drag'n'drop,20,JavaScript,negative
lazy,110,C++,negative
fat,119,C,negative
minor/ignore,25,C#,negative
fucking,158,C++,negative
strange,99,C++,negative
trash,118,Java,negative
lis??sin,28,PHP,negative
vagrant,519,Ruby,negative
passive,34,Java,negative
incorrect,157,Java,negative
unimportant,23,Java,negative
alarm,251,Java,negative
bugs,467,C,negative
ugh,518,Ruby,negative
failing,303,JavaScript,negative
limited,159,Python,negative
blur,244,JavaScript,negative
bumping,216,Shell,negative
unknown,48,Objective-C,negative
limit,1064,Ruby,negative
dumb,64,C++,negative
failed,309,Java,negative
lost,176,Java,negative
omit,47,Shell,negative
destroy,88,C++,negative
dump,275,Java,negative
fall,79,Java,negative
deprecate,670,Ruby,negative
puppet,140,Shell,negative
http://work.netxforge.com/issues/392,14,Java,negative
chore(readme,176,JavaScript,negative
conflict,101,Shell,negative
mock,316,Java,negative
obsolete,166,Java,negative
ugh,384,Python,negative
die,129,Python,negative
miss,62,Java,negative
mocks,25,Ruby,negative
hard-code,12,PHP,negative
crash,82,Ruby,negative
alarm,95,C,negative
nonsense,31,JavaScript,negative
unknown,135,Python,negative
monster,40,Ruby,negative
pointless,63,Java,negative
deprecate,415,Python,negative
breaking,137,C#,negative
die,81,Shell,negative
errors,276,PHP,negative
naive,85,Ruby,negative
twisted,110,Python,negative
trouble,101,Ruby,negative
dungeon,46,C++,negative
drastically,54,JavaScript,negative
bomb,33,Ruby,negative
undefined,272,PHP,negative
fail,230,C++,negative
damn,308,Python,negative
d??bug,30,PHP,negative
creep,15,Java,negative
lazy-load,13,JavaScript,negative
die,287,PHP,negative
intermittent,17,JavaScript,negative
urgent,44,PHP,negative
dungeon,32,JavaScript,negative
mock,42,C,negative
fucking,606,JavaScript,negative
kills,11,Java,negative
failed,236,Python,negative
guile,26,Ruby,negative
err,235,JavaScript,negative
dark,45,Python,negative
destroy,483,JavaScript,negative
dupe,22,PHP,negative
drag,113,C++,negative
trivial,842,Java,negative
ugly,349,JavaScript,negative
weird,287,Ruby,negative
messed,443,JavaScript,negative
breaking,99,C,negative
crazy,85,C,negative
blame-tree,155,C,negative
slowly,75,C++,negative
"issue,posting",18,JavaScript,negative
expired,30,Ruby,negative
unfinished,126,PHP,negative
stab,26,Python,negative
mistake,118,Ruby,negative
sin,231,JavaScript,negative
redundant,119,Python,negative
expire,93,JavaScript,negative
mocking,111,JavaScript,negative
slow,110,Ruby,negative
blah,255,C#,negative
squash,214,C++,negative
incorrect,85,C,negative
sloppy,29,Python,negative
fake,201,Java,negative
undone,53,JavaScript,negative
fail,187,C,negative
chore(gruntfile,53,JavaScript,negative
issues,69,C,negative
mangle,22,Python,negative
hard-code,30,Python,negative
funny,62,JavaScript,negative
terrible,48,JavaScript,negative
unfinished,236,Java,negative
idle,62,JavaScript,negative
tentative,148,C++,negative
vagrant,141,JavaScript,negative
useless,72,Shell,negative
st,190,JavaScript,negative
kill,888,C,negative
bug-fix,255,Python,negative
incorrectly,18,Java,negative
error,574,C#,negative
incorrect,293,PHP,negative
dumb,38,Shell,negative
conflicts,204,PHP,negative
dump,441,C,negative
broken,90,Objective-C,negative
overdue,12,Python,negative
bad,97,Objective-C,negative
ugh,74,C#,negative
unknown,66,C++,negative
dirty,290,Ruby,negative
dead,75,Shell,negative
collapse,69,Java,negative
hack,165,Shell,negative
ambiguous,24,Java,negative
unsure,34,Ruby,negative
disallow,205,PHP,negative
overdue,23,JavaScript,negative
issues,390,PHP,negative
tired,36,Java,negative
unimportant,29,JavaScript,negative
discourage,14,Ruby,negative
danger,11,PHP,negative
coerce,21,Java,negative
revenge,12,PHP,negative
suppress,415,PHP,negative
unfinished,101,C,negative
horrible,19,C#,negative
sticky,187,PHP,negative
squash,249,Python,negative
failure,423,Shell,negative
knock,18,Java,negative
dead,187,JavaScript,negative
sty,147,C,negative
problem,659,C,negative
tentative,249,Java,negative
bum,25,JavaScript,negative
invalidate,52,C++,negative
restrict,149,C++,negative
darkened,25,Java,negative
mock,333,Ruby,negative
static,166,C#,negative
superfluous,52,JavaScript,negative
downgrade,60,C,negative
ugly,34,Shell,negative
invalid,179,Java,negative
tentative,207,JavaScript,negative
mock,26,Objective-C,negative
useless,270,Python,negative
crash,373,C++,negative
freaking,33,Java,negative
greedy,72,Java,negative
miscellaneous,126,Ruby,negative
obsolete,93,Ruby,negative
social-stuff-in-index-overrated,12,Python,negative
scratch,78,JavaScript,negative
hacks,69,C,negative
obsolete,84,C#,negative
rip,116,JavaScript,negative
useless,216,PHP,negative
useless,336,C,negative
fat,97,JavaScript,negative
falling,98,JavaScript,negative
greedy,13,Ruby,negative
incomplete,159,Ruby,negative
death,144,JavaScript,negative
bust,46,JavaScript,negative
incomplete,168,PHP,negative
wrong,191,C#,negative
trash,112,Ruby,negative
dumb,214,Python,negative
scrap,73,JavaScript,negative
enable/disable,47,Ruby,negative
static,882,Java,negative
lose,63,Ruby,negative
spurious,30,C++,negative
silly,475,Python,negative
unnecessary,166,C++,negative
trivial,144,Objective-C,negative
hack,513,C++,negative
fuzzy,19,Shell,negative
lie,35,Ruby,negative
eschew,92,Shell,negative
weird,472,JavaScript,negative
https://issues.jboss.org/browse/plfed-333,63,Java,negative
breaking,214,PHP,negative
killed,144,PHP,negative
tentative,92,PHP,negative
err,184,C++,negative
knock,14,Python,negative
unnecessary,430,Java,negative
auto-attack,11,JavaScript,negative
disallow,264,Python,negative
unnecessary,234,Ruby,negative
tentative,75,Ruby,negative
attack,66,PHP,negative
sting,22,JavaScript,negative
https://issues.jboss.org/browse/jbpapp-8942,15,Java,negative
tired,83,JavaScript,negative
dumping,35,C,negative
mistake,102,PHP,negative
hard,147,PHP,negative
hardened,14,C#,negative
slowly,145,Python,negative
problem,363,PHP,negative
unneeded,130,Java,negative
fatal,156,PHP,negative
bug-fix,39,Shell,negative
complex,110,Java,negative
warning,345,PHP,negative
lost,105,Python,negative
paranoid,13,Shell,negative
unknown,117,PHP,negative
slow,103,C,negative
swipe,169,Objective-C,negative
fucking,283,PHP,negative
buggy,62,C,negative
crude,71,Java,negative
miscellaneous,157,Python,negative
delay,73,Objective-C,negative
omit,72,C++,negative
messing,319,PHP,negative
sorry,227,Ruby,negative
slowly,184,JavaScript,negative
dinky,36,Ruby,negative
unable,30,Python,negative
rdar://problem/12022371,12,C++,negative
redundant,221,Java,negative
smoke,41,Java,negative
noise,232,C,negative
crappy,19,PHP,negative
killed,53,C,negative
complex,68,Python,negative
broken,574,Ruby,negative
splitting,367,Python,negative
merge_into_dev_4_4-broken-conflict-needs-fixes,23,Java,negative
merge_into_dev_4_4-broken-conflict-needs-fixes,22,Python,negative
weak,39,Java,negative
negative,52,Ruby,negative
monster,24,PHP,negative
fix:bug,19,JavaScript,negative
drag,41,C,negative
undid,145,C++,negative
weird,226,Java,negative
stale,21,JavaScript,negative
redundant,77,C++,negative
crash,105,JavaScript,negative
obscured,11,JavaScript,negative
limit,442,C++,negative
warning,478,Java,negative
sorry,443,JavaScript,negative
stress,30,Python,negative
crazy,17,C#,negative
slower,17,C++,negative
defensive,47,JavaScript,negative
issues,319,Ruby,negative
dump,596,JavaScript,negative
nitpick,44,Python,negative
delay,65,PHP,negative
mistake,69,C++,negative
ripped,65,JavaScript,negative
fucking,79,C#,negative
limited,340,JavaScript,negative
scratch,77,Python,negative
passive,16,Ruby,negative
burn,50,JavaScript,negative
weak,26,Python,negative
ripped,47,Java,negative
jabber,19,Java,negative
restrict,186,C,negative
warp,52,C++,negative
chore(grunt,135,JavaScript,negative
deprecate,20,C#,negative
tank,52,C#,negative
delay,190,C,negative
miss,17,Objective-C,negative
errors,142,C++,negative
sadly,11,Java,negative
fucking,72,Shell,negative
darker,208,JavaScript,negative
lag,35,JavaScript,negative
overloaded,16,Ruby,negative
obstacle,12,C++,negative
break,323,C++,negative
noise,65,JavaScript,negative
unable,34,Ruby,negative
mock,97,C++,negative
mistake,28,Objective-C,negative
suppress,364,Python,negative
brute,46,Ruby,negative
sticky,676,JavaScript,negative
regression,234,Python,negative
destroy,160,C,negative
complex,66,C++,negative
insane,21,JavaScript,negative
weak,51,Objective-C,negative
mess,61,PHP,negative
awkward,12,Java,negative
nasty,47,Java,negative
decrement,23,Java,negative
splitting,214,C++,negative
unnecessary,284,Python,negative
jabber,150,C++,negative
trashed,16,Java,negative
death,50,Ruby,negative
fuzzy,26,C++,negative
spurious,24,Java,negative
beware,18,Python,negative
cheat,56,JavaScript,negative
undefined,63,Ruby,negative
coerce,105,Ruby,negative
tank,97,Java,negative
tank,39,PHP,negative
breaking,251,Python,negative
screwed,49,Java,negative
damn,646,JavaScript,negative
redundant,66,PHP,negative
sloppy,17,PHP,negative
pretend,23,JavaScript,negative
dark,216,JavaScript,negative
sticky,208,Ruby,negative
glib,77,Shell,negative
decrement,15,Python,negative
reject,212,Ruby,negative
mocked,100,JavaScript,negative
overloaded,22,Python,negative
pedantic,45,C,negative
bs,20,Python,negative
disallow,163,C,negative
omit,94,Java,negative
death,31,PHP,negative
showdown,28,JavaScript,negative
abort,208,JavaScript,negative
blurring,21,JavaScript,negative
frozen,17,Ruby,negative
failure,64,JavaScript,negative
dirty,214,C,negative
enemies,107,C++,negative
unstable,172,JavaScript,negative
raked,64,Ruby,negative
naive,140,JavaScript,negative
limits,40,PHP,negative
bleeding,964,Java,negative
slow,170,Python,negative
undid,72,C#,negative
blind,41,Java,negative
deprecate,462,PHP,negative
trash,53,C,negative
sad,262,JavaScript,negative
downgrade,92,Shell,negative
crush,56,JavaScript,negative
scrap,19,PHP,negative
dumping,30,C++,negative
unable,40,PHP,negative
confusing,18,PHP,negative
abort,96,C,negative
bad,573,PHP,negative
clash,13,Ruby,negative
defect,44,Ruby,negative
regression,202,JavaScript,negative
stuck,157,JavaScript,negative
killed,292,JavaScript,negative
useless,82,Objective-C,negative
froze,19,Python,negative
unsuccessful,20,Python,negative
broke,436,Ruby,negative
reject,102,Python,negative
killing,117,Ruby,negative
FALSE,74,Ruby,negative
overloaded,97,C++,negative
slow,144,Java,negative
miscellaneous,35,Objective-C,negative
mess,134,JavaScript,negative
crap,25,C#,negative
case-insensitive,37,Python,negative
restrict,406,Python,negative
destroy,92,PHP,negative
chore,89,Python,negative
broken,665,Java,negative
delay,43,Shell,negative
undid,211,Ruby,negative
abuse,23,JavaScript,negative
invalid,223,PHP,negative
dead,89,C,negative
urgent,34,Python,negative
st,53,C++,negative
explode,49,JavaScript,negative
dumped,17,Java,negative
hardened,30,Java,negative
incomplete,137,C++,negative
squash,227,JavaScript,negative
bum,24,Ruby,negative
horrible,21,PHP,negative
flaky,15,C++,negative
unneeded,14,C#,negative
messed,38,Shell,negative
tentative,140,Python,negative
shame,22,Python,negative
slowly,84,C,negative
strange,183,JavaScript,negative
crazy,20,Shell,negative
bomb,32,C++,negative
tout,54,PHP,negative
nightmare,206,C,negative
dumping,61,Ruby,negative
squash,109,PHP,negative
problems,269,Java,negative
incorrect,29,Objective-C,negative
defensive,28,Python,negative
ugly,245,Ruby,negative
trivial,277,PHP,negative
stuck,14,C#,negative
failing,58,C,negative
pry,179,Ruby,negative
undid,94,PHP,negative
fake,173,PHP,negative
chore,132,PHP,negative
funky,20,Java,negative
pain,16,JavaScript,negative
regression,23,C#,negative
rejected,25,PHP,negative
bugs,181,C#,negative
fuck,204,Shell,negative
restrict,288,Java,negative
swipe,136,Java,negative
mistake,237,JavaScript,negative
annoying,114,JavaScript,negative
glitch,51,JavaScript,negative
issue-1,18,PHP,negative
crap,91,Java,negative
drag,132,Python,negative
idle,59,C,negative
slower,29,C,negative
opponent,14,Java,negative
critical,18,Shell,negative
wrong,565,C++,negative
slower,14,Ruby,negative
deprecate,135,C++,negative
invisible,72,JavaScript,negative
horrible,60,Python,negative
darker,58,PHP,negative
fatal,26,C++,negative
emergency,99,Java,negative
bug-fix,69,PHP,negative
unfinished,107,C++,negative
lost,279,JavaScript,negative
restricted,192,Ruby,negative
failed,115,C,negative
crazy,67,PHP,negative
crap,14,Objective-C,negative
set-up,39,Ruby,negative
broke,112,C#,negative
downgrade,350,JavaScript,negative
redundant,81,Ruby,negative
conflicts,51,Shell,negative
bumps,60,Java,negative
core/gossip,27,C++,negative
monster,53,Python,negative
issue#44,33,PHP,negative
issues,35,Shell,negative
mar,112,JavaScript,negative
errors,65,C#,negative
blind,29,C++,negative
wild,25,Java,negative
smoke,38,Python,negative
rough,50,Shell,negative
dirty,60,Shell,negative
chore($nglocale,19,JavaScript,negative
evil,46,Java,negative
exclusion,27,PHP,negative
emergency,93,Python,negative
horrible,44,Java,negative
mistake,97,C,negative
chore(angular,13,JavaScript,negative
miscellaneous,216,JavaScript,negative
limit,103,C#,negative
failure,21,PHP,negative
limit,107,Objective-C,negative
inactive,29,PHP,negative
growl,14,PHP,negative
odd,36,Python,negative
silly,88,Shell,negative
fat,49,Ruby,negative
undone,67,Java,negative
subversion/svn/svn.c,17,C,negative
bloody,17,Java,negative
miss,56,PHP,negative
futile,14,Ruby,negative
mess,125,Ruby,negative
restrict,72,Shell,negative
fudge,28,JavaScript,negative
critical,136,JavaScript,negative
invalidate,105,Python,negative
bomb,102,Java,negative
subversion/include/svn_client.h,13,C,negative
incorrect,40,C#,negative
dump,94,Shell,negative
mar,39,PHP,negative
idle,39,C++,negative
swipe,54,PHP,negative
crazy,120,Java,negative
improper,18,JavaScript,negative
freaking,41,JavaScript,negative
rage,29,Java,negative
lose,56,PHP,negative
slow,135,C++,negative
brute,80,Java,negative
delay,189,C++,negative
obsolete,148,Python,negative
curses,83,Python,negative
trick,30,JavaScript,negative
restriction,26,Java,negative
mistake,113,Java,negative
inactive,50,JavaScript,negative
suppression,132,C#,negative
errors,163,C,negative
unneeded,58,C,negative
negative,101,JavaScript,negative
revoke,19,Ruby,negative
fucking,85,Objective-C,negative
conflicts,89,C#,negative
testy,43,Ruby,negative
fucking,334,Ruby,negative
drag,132,Objective-C,negative
buggy,58,Ruby,negative
narrower,16,Ruby,negative
sticky,12,C,negative
broke,100,Shell,negative
suspicious,11,C,negative
unneeded,31,Shell,negative
stuffy,23,Java,negative
sick,17,Java,negative
suppress,194,Shell,negative
delayed,241,Ruby,negative
shameless,22,Ruby,negative
horrible,57,Ruby,negative
pinch,34,Java,negative
ripped,58,Ruby,negative
negation,13,Ruby,negative
invalidate,78,Ruby,negative
crude,45,Ruby,negative
danger,43,JavaScript,negative
discourage,11,C++,negative
drastic,34,JavaScript,negative
fake,129,C,negative
erroneous,15,C,negative
fall,115,C++,negative
sloppy,43,Ruby,negative
https://issues.griddynamics.net/browse/jfg-152,12,Java,negative
untested,244,C,negative
greedy,45,Python,negative
accidental,12,Objective-C,negative
dumped,93,JavaScript,negative
breaks,111,JavaScript,negative
abort,26,C#,negative
panic,19,C++,negative
FALSE,64,Java,negative
dumb,179,Ruby,negative
hum,33,PHP,negative
collapse,110,PHP,negative
rogue,19,Python,negative
primitive,41,C#,negative
break,366,PHP,negative
arbitrary,54,JavaScript,negative
exploit,24,Ruby,negative
knock,13,C++,negative
fist,50,C++,negative
dead,110,Python,negative
brute,47,C,negative
blow,12,Java,negative
flee,14,C#,negative
buggy,88,Python,negative
invalid,193,Python,negative
cave,14,JavaScript,negative
unfortunately,31,Java,negative
unstable,90,C++,negative
needless,20,Ruby,negative
grundger??st,24,Java,negative
odd,40,Ruby,negative
wine-unstable,21,C,negative
scrap,33,Python,negative
throttle,43,Python,negative
omit,24,Objective-C,negative
fist,71,PHP,negative
ugh,191,PHP,negative
mocks,49,PHP,negative
insignificant,45,JavaScript,negative
fuck,159,Objective-C,negative
http://issues.nfractals.com:8080/browse/peloton-1028,19,JavaScript,negative
stupid,176,C#,negative
downgrade,61,C#,negative
unwanted,51,Ruby,negative
chore(ngdocs,91,JavaScript,negative
accidental,44,Java,negative
invalid,30,Shell,negative
rip,17,C#,negative
chore,334,Ruby,negative
superfluous,12,C++,negative
errant,29,JavaScript,negative
death,59,C#,negative
rift,13,C++,negative
defensive,115,Java,negative
funny,22,C,negative
decline,14,Python,negative
nitpick,13,Ruby,negative
fake,284,Python,negative
shit,124,C,negative
conflict,156,C#,negative
redundant,72,C,negative
noise,21,Ruby,negative
fail,158,Shell,negative
die,262,JavaScript,negative
FALSE,31,C++,negative
bumping,231,C#,negative
static,116,Objective-C,negative
bomb,96,JavaScript,negative
kills,17,Ruby,negative
implode,28,PHP,negative
unwanted,88,Java,negative
bugs,254,Objective-C,negative
blame,18,Java,negative
invalid,20,Objective-C,negative
struggling,45,Java,negative
useless,167,Ruby,negative
miscellaneous,143,C++,negative
accidental,35,PHP,negative
de-dupe,14,Ruby,negative
accidental,37,Python,negative
conflict,206,C,negative
obscure,13,JavaScript,negative
invalidate,19,C#,negative
limit,140,Shell,negative
project/my_code/limits.h,12,C,negative
bug-fix,131,C++,negative
blah,251,Shell,negative
mocking,42,Ruby,negative
decrement,31,JavaScript,negative
miscellaneous,45,Shell,negative
expire,38,PHP,negative
defects,14,Ruby,negative
ugh,77,Objective-C,negative
limits,29,C++,negative
issues,73,C++,negative
restrict,30,Objective-C,negative
pointless,13,Shell,negative
obsolete,76,C++,negative
latency,25,JavaScript,negative
bug-fix,61,Ruby,negative
gnome-inhibit,27,Python,negative
obsolete,49,C,negative
fail,73,C#,negative
problems,173,C++,negative
pimple,34,PHP,negative
desperate,47,JavaScript,negative
garbage,24,Shell,negative
dumping,14,Shell,negative
miss,33,C++,negative
dumping,85,JavaScript,negative
bored,14,Java,negative
poor,45,Ruby,negative
invalid,86,C,negative
incorrect,26,Shell,negative
lame,107,JavaScript,negative
crude,33,PHP,negative
unfinished,185,Python,negative
lag,27,PHP,negative
leak,51,Objective-C,negative
darken,36,Python,negative
messed,308,Java,negative
bad,273,C,negative
missed,237,Objective-C,negative
miss,148,JavaScript,negative
messy,102,JavaScript,negative
insanely,13,Python,negative
curse,17,Ruby,negative
hard-coded,60,JavaScript,negative
unexpected,33,JavaScript,negative
harden,84,Python,negative
sneaky,13,Java,negative
rdar://problem/11374963,20,C++,negative
script/scratch/add_missing_phenotype_tags.rb,16,JavaScript,negative
punch,60,JavaScript,negative
collapse,139,Ruby,negative
tout,24,Ruby,negative
screwed,48,Python,negative
chaos,19,Python,negative
hate,56,JavaScript,negative
slowly,96,Ruby,negative
creeps,15,C++,negative
rip,126,C++,negative
issues,65,C#,negative
err,86,PHP,negative
attack,97,Python,negative
shit,154,C++,negative
rogue,30,Ruby,negative
expunge,13,Python,negative
static,106,Shell,negative
unstable,85,Python,negative
carp,64,C,negative
lis??sin,33,Java,negative
critical,102,C++,negative
limited,183,Ruby,negative
messy,36,C,negative
naive,160,Java,negative
exclusion,93,Java,negative
unstable,120,PHP,negative
bs,14,C++,negative
blah,261,Objective-C,negative
destroy,126,Java,negative
invalidate,39,PHP,negative
overzealous,13,JavaScript,negative
rude,16,Python,negative
violation,32,Java,negative
frozen,34,JavaScript,negative
slow,14,Shell,negative
FALSE,80,PHP,negative
undid,239,Java,negative
sin,16,Shell,negative
wip][issue,73,Ruby,negative
sad,11,Objective-C,negative
extraneous,26,Python,negative
bored,13,Ruby,negative
rip,48,PHP,negative
rogue,57,JavaScript,negative
suppression,169,Shell,negative
failed,219,Ruby,negative
expired,29,Java,negative
growl,55,JavaScript,negative
bug/major,18,C,negative
strange,33,C#,negative
incompatible,13,C,negative
damn,379,PHP,negative
confused,34,JavaScript,negative
damage,46,JavaScript,negative
invalid,273,JavaScript,negative
stole,26,Shell,negative
fiasco.oc,51,C++,negative
lazy,305,Ruby,negative
st,361,Ruby,negative
suppression,69,Objective-C,negative
bug-fix:major,21,C++,negative
falling,48,Java,negative
troubles,12,C++,negative
crash,262,Java,negative
radical,45,JavaScript,negative
evil,14,C#,negative
messing,119,C#,negative
tired,34,Python,negative
dark,29,Shell,negative
darker,14,Shell,negative
rip,65,Python,negative
suppression,210,Ruby,negative
lazy-load,12,PHP,negative
suck,17,Java,negative
chore(rakefile,51,JavaScript,negative
flee,13,Java,negative
defect,93,JavaScript,negative
sorry,166,C,negative
screwed,28,PHP,negative
trash,45,Shell,negative
subversion/libsvn_wc/wc_db.c,18,C,negative
dragging,17,PHP,negative
grim,546,C++,negative
critical,101,PHP,negative
zap,29,Ruby,negative
errant,36,PHP,negative
suppress,73,C#,negative
grim/movie,29,C++,negative
fudge,23,Ruby,negative
complain,14,Java,negative
loose,80,JavaScript,negative
stun,14,C,negative
dirty,241,Python,negative
subversion/tests/cmdline/update_tests.py,21,C,negative
zap,42,Python,negative
sin,121,Ruby,negative
urgent,26,Ruby,negative
throttle,52,C++,negative
dragging,40,C++,negative
obsolete,108,PHP,negative
alarm/xf86-video-dove,11,Shell,negative
ugly,132,C++,negative
hell,23,C,negative
unstable,252,Java,negative
paranoid,42,Java,negative
dumping,64,Python,negative
restricted,117,Java,negative
blame,18,Python,negative
issues,150,Python,negative
stress,46,Java,negative
bitch,22,Java,negative
sin,100,PHP,negative
bloody,38,Python,negative
limited,96,C++,negative
dead,63,Ruby,negative
dragging,221,JavaScript,negative
hell,28,PHP,negative
bugs,217,Shell,negative
sneaky,29,Ruby,negative
db/loot,304,C++,negative
nitpick,39,JavaScript,negative
defect,19,C#,negative
scratch,37,C,negative
blur,29,Ruby,negative
unable,18,C++,negative
backward,37,Ruby,negative
scratch,14,C#,negative
attack,102,JavaScript,negative
buggy,40,PHP,negative
ugh,120,Shell,negative
non-static,23,Java,negative
svn:ignore,13,Java,negative
subversion,64,Shell,negative
stupid,265,Shell,negative
ugly,149,PHP,negative
sever,16,JavaScript,negative
mistakenly,18,Python,negative
failing,97,C#,negative
testy,57,C++,negative
confused,17,PHP,negative
scrap,16,C++,negative
delay,57,C#,negative
bogus,35,Python,negative
backward,78,JavaScript,negative
darker,14,C++,negative
tricky,20,JavaScript,negative
breaking,52,Shell,negative
incomplete,24,Shell,negative
rust,87,Ruby,negative
expired,19,PHP,negative
unstable,26,C#,negative
leak,22,Java,negative
warning,90,C#,negative
abort,85,Java,negative
conflicts,109,C,negative
darker,13,C,negative
miscellaneous,176,Java,negative
omit,105,C,negative
drastically,16,C,negative
wrongly,12,PHP,negative
die,107,Ruby,negative
chore,180,C,negative
subversion/tests/libsvn_wc/op-depth-test.c,32,C,negative
slug,113,JavaScript,negative
trouble,42,PHP,negative
webdav/st,274,JavaScript,negative
evil,34,Ruby,negative
testy,100,JavaScript,negative
beware,13,C,negative
unnecessary,125,C,negative
conflicting,17,Ruby,negative
crude,35,C++,negative
strange,122,PHP,negative
fake,101,C++,negative
unresolved,11,C,negative
pinch,33,Objective-C,negative
exclusion,30,Python,negative
vibrate,30,Java,negative
hacks,113,JavaScript,negative
volatile,14,C,negative
pan,104,JavaScript,negative
randomly,48,Python,negative
FALSE,11,Shell,negative
mistake,158,Python,negative
splitting,77,C#,negative
negative,60,C++,negative
noise,51,Java,negative
broke,66,Objective-C,negative
db/gossip,87,C++,negative
garbage,119,JavaScript,negative
messed,141,PHP,negative
unstable,75,C,negative
cheat,30,Python,negative
omit,223,JavaScript,negative
enable/disable,92,JavaScript,negative
crafty,51,JavaScript,negative
broken,86,Shell,negative
bogus,14,Shell,negative
shit,203,Ruby,negative
hacks,68,C++,negative
bs,18,C,negative
creeps,28,Python,negative
leak,62,C++,negative
odd,81,JavaScript,negative
deny,39,Java,negative
hung,99,Java,negative
smoke,16,C#,negative
bug-fixes,18,Python,negative
undone,21,Ruby,negative
strike,46,JavaScript,negative
restricted,14,Objective-C,negative
fuck,203,C#,negative
core/static,11,PHP,negative
fault,24,Python,negative
mangle,12,JavaScript,negative
complex.c,33,Ruby,negative
forbidden,24,JavaScript,negative
abort,46,Shell,negative
hell,50,Ruby,negative
ugly,29,Objective-C,negative
disallow,227,Ruby,negative
squash,89,Shell,negative
engine]issue,16,C,negative
monster,85,C++,negative
ripped,19,C,negative
deny,34,JavaScript,negative
incomplete,71,C#,negative
hard-coded,32,Java,negative
dies,48,Java,negative
hardened,44,Python,negative
killing,69,PHP,negative
hack,150,C#,negative
breaks,22,C++,negative
hell,61,Java,negative
desert,12,Java,negative
worst,21,Ruby,negative
scramble,31,Java,negative
limits,63,JavaScript,negative
chore(license,27,JavaScript,negative
hard-code,46,Ruby,negative
vagrant,24,Java,negative
alarm,32,Objective-C,negative
limited,167,Java,negative
latency,29,Java,negative
lemon,15,JavaScript,negative
damage,46,C#,negative
idle,17,C#,negative
stuck,57,Java,negative
passive,35,JavaScript,negative
audacity,37,Shell,negative
slap,18,Python,negative
delayed,167,JavaScript,negative
failed,40,Objective-C,negative
scratch,26,PHP,negative
hard-coded,24,Python,negative
reject,125,C++,negative
mad,44,Ruby,negative
hell,85,JavaScript,negative
ghetto,56,JavaScript,negative
crush,13,Ruby,negative
git-ignore,11,C,negative
invalidate,59,C,negative
leak,69,C,negative
unsure,12,C,negative
primitive,141,JavaScript,negative
complain,22,Ruby,negative
err,110,Ruby,negative
critical,117,Python,negative
loose,34,C,negative
odd,20,C#,negative
tempest,13,Python,negative
confused,39,Ruby,negative
unknown,78,C,negative
unwanted,85,JavaScript,negative
info756/2012-fall,26,JavaScript,negative
fuzzy,100,JavaScript,negative
screwed,65,JavaScript,negative
killing,95,Python,negative
negative,49,C,negative
skeletons,31,Java,negative
hacks,29,PHP,negative
break,136,Shell,negative
damn,135,C++,negative
bug:fix,52,C#,negative
simplistic,11,Java,negative
fake,49,C#,negative
bullshit,15,Ruby,negative
brute,37,JavaScript,negative
failed,121,PHP,negative
invalid,197,Ruby,negative
trap,38,C,negative
incorrect,309,JavaScript,negative
unneeded,100,Python,negative
rift,11,Java,negative
breaks,25,C,negative
junk,23,C#,negative
killing,182,JavaScript,negative
mess,32,C++,negative
weird,138,C++,negative
pan,72,Ruby,negative
crap,30,C++,negative
alarm,47,Python,negative
confusing,21,Ruby,negative
bomb,34,Python,negative
dark,18,Objective-C,negative
frozen,25,Python,negative
dumped,79,PHP,negative
confusing,34,JavaScript,negative
primitive,43,PHP,negative
st/dri,11,C,negative
sad,130,Ruby,negative
crude,91,Python,negative
omit,174,Ruby,negative
redundant,82,C#,negative
growl,39,Ruby,negative
tank,15,Python,negative
obstacle,23,C,negative
bullshit,50,Java,negative
obsessive,14,JavaScript,negative
pretend,20,Python,negative
mess,68,Python,negative
stab,33,JavaScript,negative
messing,104,Objective-C,negative
fib,22,Ruby,negative
subversion,177,Ruby,negative
deny,44,Ruby,negative
vagrant,127,Python,negative
stupid,145,Objective-C,negative
undefined,39,Java,negative
scary,20,JavaScript,negative
attacks,15,Python,negative
coerce,92,Python,negative
unneeded,69,Ruby,negative
mirage,22,Shell,negative
symptom,14,JavaScript,negative
vanity,23,Python,negative
